timestamp,consumption_kwh,temperature_C,hour,day_of_week,day_name,rolling_mean_24h,rolling_std_24h,lag_24h,is_holiday,is_weekend,is_peak_hour,is_offpeak
2025-08-22 02:45:39.584798,1855.43,12.6,2,4,Friday,2002.33,887.32,2009.0,0,0,0,1
2025-08-22 03:45:39.584798,2336.83,15.44,3,4,Friday,2000.95,886.75,2369.89,0,0,0,1
2025-08-22 04:45:39.584798,2747.53,15.78,4,4,Friday,2007.76,892.04,2584.15,0,0,0,1
2025-08-22 05:45:39.584798,2953.76,15.55,5,4,Friday,2007.09,891.29,2969.92,0,0,0,1
2025-08-22 06:45:39.584798,3132.21,18.24,6,4,Friday,2010.16,895.18,3058.57,0,0,0,0
2025-08-22 07:45:39.584798,3265.65,21.01,7,4,Friday,2014.33,901.02,3165.42,0,0,0,0
2025-08-22 08:45:39.584798,3207.0,19.39,8,4,Friday,2015.73,902.92,3173.44,0,0,0,0
2025-08-22 09:45:39.584798,3170.39,22.23,9,4,Friday,2015.8,903.02,3168.67,0,0,0,0
2025-08-22 10:45:39.584798,2984.74,16.06,10,4,Friday,1998.88,879.63,3390.93,0,0,0,0
2025-08-22 11:45:39.584798,2803.54,21.0,11,4,Friday,2000.72,881.33,2759.27,0,0,0,0
2025-08-22 12:45:39.584798,2624.8,19.34,12,4,Friday,2004.91,884.16,2524.35,0,0,0,0
2025-08-22 13:45:39.584798,2381.44,17.92,13,4,Friday,2010.0,886.04,2259.08,0,0,0,0
2025-08-22 14:45:39.584798,1963.13,17.43,14,4,Friday,2014.11,885.57,1864.55,0,0,0,0
2025-08-22 15:45:39.584798,1642.04,13.08,15,4,Friday,2015.92,884.73,1598.75,0,0,0,0
2025-08-22 16:45:39.584798,1384.21,14.43,16,4,Friday,2017.38,883.61,1349.15,0,0,0,0
2025-08-22 17:45:39.584798,1187.89,14.02,17,4,Friday,2016.34,884.6,1212.68,0,0,0,0
2025-08-22 18:45:39.584798,837.09,14.52,18,4,Friday,2010.48,892.22,977.74,0,0,1,0
2025-08-22 19:45:39.584798,665.16,10.52,19,4,Friday,2002.44,903.85,858.1,0,0,1,0
2025-08-22 20:45:39.584798,774.47,9.34,20,4,Friday,1997.84,910.04,884.94,0,0,1,0
2025-08-22 21:45:39.584798,770.09,9.36,21,4,Friday,2002.63,902.94,655.08,0,0,1,0
2025-08-22 22:45:39.584798,949.06,11.38,22,4,Friday,1999.14,907.01,1032.94,0,0,0,0
2025-08-22 23:45:39.584798,1180.05,10.73,23,4,Friday,1998.52,907.58,1194.78,0,0,0,0
2025-08-23 00:45:39.584798,1198.96,10.0,0,5,Saturday,1987.48,915.95,1464.1,0,1,0,1
2025-08-23 01:45:39.584798,1592.36,12.41,1,5,Saturday,1983.66,917.46,1683.99,0,1,0,1
2025-08-23 02:45:39.584798,1767.82,12.85,2,5,Saturday,1980.01,918.16,1855.43,0,1,0,1
2025-08-23 03:45:39.584798,2019.66,15.39,3,5,Saturday,1966.79,915.08,2336.83,0,1,0,1
2025-08-23 04:45:39.584798,2295.58,14.18,4,5,Saturday,1947.96,902.88,2747.53,0,1,0,1
2025-08-23 05:45:39.584798,2354.65,16.03,5,5,Saturday,1923.0,881.91,2953.76,0,1,0,1
2025-08-23 06:45:39.584798,2682.59,17.11,6,5,Saturday,1904.27,859.6,3132.21,0,1,0,0
2025-08-23 07:45:39.584798,2691.72,16.5,7,5,Saturday,1880.35,827.46,3265.65,0,1,0,0
2025-08-23 08:45:39.584798,2773.36,19.89,8,5,Saturday,1862.28,801.56,3207.0,0,1,0,0
2025-08-23 09:45:39.584798,2593.03,20.28,9,5,Saturday,1838.23,768.58,3170.39,0,1,0,0
2025-08-23 10:45:39.584798,2446.76,20.0,10,5,Saturday,1815.81,741.04,2984.74,0,1,0,0
2025-08-23 11:45:39.584798,2469.63,19.41,11,5,Saturday,1801.9,724.64,2803.54,0,1,0,0
2025-08-23 12:45:39.584798,2222.85,17.08,12,5,Saturday,1785.15,709.28,2624.8,0,1,0,0
2025-08-23 13:45:39.584798,1870.5,17.73,13,5,Saturday,1763.86,698.18,2381.44,0,1,0,0
2025-08-23 14:45:39.584798,1609.84,16.78,14,5,Saturday,1749.14,697.52,1963.13,0,1,0,0
2025-08-23 15:45:39.584798,1510.33,14.86,15,5,Saturday,1743.65,698.92,1642.04,0,1,0,0
2025-08-23 16:45:39.584798,1081.16,14.52,16,5,Saturday,1731.03,708.37,1384.21,0,1,0,0
2025-08-23 17:45:39.584798,1100.08,14.09,17,5,Saturday,1727.37,711.51,1187.89,0,1,0,0
2025-08-23 18:45:39.584798,736.64,15.13,18,5,Saturday,1723.18,717.25,837.09,0,1,1,0
2025-08-23 19:45:39.584798,769.96,11.56,19,5,Saturday,1727.55,710.82,665.16,0,1,1,0
2025-08-23 20:45:39.584798,665.15,10.94,20,5,Saturday,1722.99,717.51,774.47,0,1,1,0
2025-08-23 21:45:39.584798,783.93,10.0,21,5,Saturday,1723.57,716.72,770.09,0,1,1,0
2025-08-23 22:45:39.584798,812.88,7.13,22,5,Saturday,1717.9,723.62,949.06,0,1,0,0
2025-08-23 23:45:39.584798,1002.09,10.2,23,5,Saturday,1710.48,730.25,1180.05,0,1,0,0
2025-08-24 00:45:39.584798,1234.39,10.88,0,6,Sunday,1711.96,729.21,1198.96,0,1,0,1
2025-08-24 01:45:39.584798,1385.52,15.33,1,6,Sunday,1703.34,731.9,1592.36,0,1,0,1
2025-08-24 02:45:39.584798,1803.15,12.42,2,6,Sunday,1704.81,732.07,1767.82,0,1,0,1
2025-08-24 03:45:39.584798,1958.63,14.39,3,6,Sunday,1702.27,731.04,2019.66,0,1,0,1
2025-08-24 04:45:39.584798,2222.76,15.18,4,6,Sunday,1699.23,728.62,2295.58,0,1,0,1
2025-08-24 05:45:39.584798,2371.87,14.77,5,6,Sunday,1699.95,729.3,2354.65,0,1,0,1
2025-08-24 06:45:39.584798,2390.32,19.42,6,6,Sunday,1687.77,714.46,2682.59,0,1,0,0
2025-08-24 07:45:39.584798,2675.93,19.83,7,6,Sunday,1687.12,713.51,2691.72,0,1,0,0
2025-08-24 08:45:39.584798,2912.94,20.63,8,6,Sunday,1692.93,723.25,2773.36,0,1,0,0
2025-08-24 09:45:39.584798,2742.68,18.52,9,6,Sunday,1699.17,731.94,2593.03,0,1,0,0
2025-08-24 10:45:39.584798,2571.79,22.1,10,6,Sunday,1704.38,737.91,2446.76,0,1,0,0
2025-08-24 11:45:39.584798,2385.63,17.66,11,6,Sunday,1700.88,734.31,2469.63,0,1,0,0
2025-08-24 12:45:39.584798,2190.81,20.09,12,6,Sunday,1699.54,733.35,2222.85,0,1,0,0
2025-08-24 13:45:39.584798,1985.5,21.65,13,6,Sunday,1704.33,734.89,1870.5,0,1,0,0
2025-08-24 14:45:39.584798,1587.36,15.81,14,6,Sunday,1703.4,735.03,1609.84,0,1,0,0
2025-08-24 15:45:39.584798,1508.44,15.22,15,6,Sunday,1703.32,735.05,1510.33,0,1,0,0
2025-08-24 16:45:39.584798,1232.58,14.91,16,6,Sunday,1709.63,730.11,1081.16,0,1,0,0
2025-08-24 17:45:39.584798,1029.57,12.72,17,6,Sunday,1706.69,732.81,1100.08,0,1,0,0
2025-08-24 18:45:39.584798,856.13,9.97,18,6,Sunday,1711.67,726.31,736.64,0,1,1,0
2025-08-24 19:45:39.584798,720.84,11.4,19,6,Sunday,1709.62,729.14,769.96,0,1,1,0
2025-08-24 20:45:39.584798,750.69,8.96,20,6,Sunday,1713.18,724.01,665.15,0,1,1,0
2025-08-24 21:45:39.584798,780.75,10.83,21,6,Sunday,1713.05,724.18,783.93,0,1,1,0
2025-08-24 22:45:39.584798,1322.06,8.63,22,6,Sunday,1734.27,703.84,812.88,0,1,0,0
2025-08-24 23:45:39.584798,961.1,12.56,23,6,Sunday,1732.56,705.74,1002.09,0,1,0,0
2025-08-25 00:45:39.584798,1463.55,9.62,0,0,Monday,1742.11,700.24,1234.39,0,0,0,1
2025-08-25 01:45:39.584798,1867.66,11.15,1,0,Monday,1762.2,696.47,1385.52,0,0,0,1
2025-08-25 02:45:39.584798,1944.15,13.93,2,0,Monday,1768.07,697.42,1803.15,0,0,0,1
2025-08-25 03:45:39.584798,2249.71,12.09,3,0,Monday,1780.2,703.38,1958.63,0,0,0,1
2025-08-25 04:45:39.584798,2647.8,15.58,4,0,Monday,1797.91,720.16,2222.76,0,0,0,1
2025-08-25 05:45:39.584798,2873.71,18.48,5,0,Monday,1818.82,744.43,2371.87,0,0,0,1
2025-08-25 06:45:39.584798,3080.51,15.29,6,0,Monday,1847.58,779.95,2390.32,0,0,0,0
2025-08-25 07:45:39.584798,3186.3,18.98,7,0,Monday,1868.84,809.9,2675.93,0,0,0,0
2025-08-25 08:45:39.584798,3181.83,19.83,8,0,Monday,1880.05,826.66,2912.94,0,0,0,0
2025-08-25 09:45:39.584798,3271.35,21.06,9,0,Monday,1902.08,857.13,2742.68,0,0,0,0
2025-08-25 10:45:39.584798,2898.81,18.14,10,0,Monday,1915.7,870.73,2571.79,0,0,0,0
2025-08-25 11:45:39.584798,2764.77,17.78,11,0,Monday,1931.5,882.98,2385.63,0,0,0,0
2025-08-25 12:45:39.584798,2567.05,19.99,12,0,Monday,1947.18,891.08,2190.81,0,0,0,0
2025-08-25 13:45:39.584798,2152.34,18.81,13,0,Monday,1954.13,892.05,1985.5,0,0,0,0
2025-08-25 14:45:39.584798,1959.76,17.67,14,0,Monday,1969.64,888.62,1587.36,0,0,0,0
2025-08-25 15:45:39.584798,1798.95,16.58,15,0,Monday,1981.75,884.03,1508.44,0,0,0,0
2025-08-25 16:45:39.584798,1388.08,13.74,16,0,Monday,1988.23,878.86,1232.58,0,0,0,0
2025-08-25 17:45:39.584798,1158.76,13.83,17,0,Monday,1993.61,873.11,1029.57,0,0,0,0
2025-08-25 18:45:39.584798,856.07,12.74,18,0,Monday,1993.61,873.11,856.13,0,0,1,0
2025-08-25 19:45:39.584798,800.49,10.23,19,0,Monday,1996.93,868.2,720.84,0,0,1,0
2025-08-25 20:45:39.584798,777.39,13.36,20,0,Monday,1998.04,866.55,750.69,0,0,1,0
2025-08-25 21:45:39.584798,837.41,10.83,21,0,Monday,2000.4,863.16,780.75,0,0,1,0
2025-08-25 22:45:39.584798,1104.82,8.22,22,0,Monday,1991.35,871.68,1322.06,0,0,0,0
2025-08-25 23:45:39.584798,1234.4,11.22,23,0,Monday,2002.74,859.33,961.1,0,0,0,0
2025-08-26 00:45:39.584798,1368.21,9.33,0,1,Tuesday,1998.76,862.15,1463.55,0,0,0,1
2025-08-26 01:45:39.584798,1754.3,12.82,1,1,Tuesday,1994.04,863.21,1867.66,0,0,0,1
2025-08-26 02:45:39.584798,2080.69,14.44,2,1,Tuesday,1999.73,863.32,1944.15,0,0,0,1
2025-08-26 03:45:39.584798,2453.95,12.7,3,1,Tuesday,2008.24,866.89,2249.71,0,0,0,1
2025-08-26 04:45:39.584798,2756.58,16.68,4,1,Tuesday,2012.77,870.65,2647.8,0,0,0,1
2025-08-26 05:45:39.584798,2791.8,17.14,5,1,Tuesday,2009.36,867.28,2873.71,0,0,0,1
2025-08-26 06:45:39.584798,2988.92,18.93,6,1,Tuesday,2005.54,862.55,3080.51,0,0,0,0
2025-08-26 07:45:39.584798,3067.02,21.54,7,1,Tuesday,2000.57,855.77,3186.3,0,0,0,0
2025-08-26 08:45:39.584798,3181.49,19.08,8,1,Tuesday,2000.56,855.75,3181.83,0,0,0,0
2025-08-26 09:45:39.584798,3189.75,18.75,9,1,Tuesday,1997.16,850.63,3271.35,0,0,0,0
2025-08-26 10:45:39.584798,3104.86,18.66,10,1,Tuesday,2005.74,861.1,2898.81,0,0,0,0
2025-08-26 11:45:39.584798,2823.4,18.54,11,1,Tuesday,2008.19,863.43,2764.77,0,0,0,0
2025-08-26 12:45:39.584798,2550.15,19.09,12,1,Tuesday,2007.48,862.96,2567.05,0,0,0,0
2025-08-26 13:45:39.584798,2295.86,18.88,13,1,Tuesday,2013.46,864.5,2152.34,0,0,0,0
2025-08-26 14:45:39.584798,1906.94,17.71,14,1,Tuesday,2011.26,864.71,1959.76,0,0,0,0
2025-08-26 15:45:39.584798,1831.73,17.31,15,1,Tuesday,2012.63,864.39,1798.95,0,0,0,0
2025-08-26 16:45:39.584798,1254.52,14.78,16,1,Tuesday,2007.06,869.0,1388.08,0,0,0,0
2025-08-26 17:45:39.584798,1150.73,15.66,17,1,Tuesday,2006.73,869.34,1158.76,0,0,0,0
2025-08-26 18:45:39.584798,1121.21,11.9,18,1,Tuesday,2017.78,855.66,856.07,0,0,1,0
2025-08-26 19:45:39.584798,837.98,15.38,19,1,Tuesday,2019.34,853.38,800.49,0,0,1,0
2025-08-26 20:45:39.584798,796.71,11.5,20,1,Tuesday,2020.14,852.16,777.39,0,0,1,0
2025-08-26 21:45:39.584798,841.12,8.83,21,1,Tuesday,2020.3,851.94,837.41,0,0,1,0
2025-08-26 22:45:39.584798,987.03,8.4,22,1,Tuesday,2015.39,857.76,1104.82,0,0,0,0
2025-08-26 23:45:39.584798,1300.71,10.96,23,1,Tuesday,2018.15,855.24,1234.4,0,0,0,0
2025-08-27 00:45:39.584798,1273.69,10.46,0,2,Wednesday,2014.21,858.57,1368.21,0,0,0,1
2025-08-27 01:45:39.584798,1857.8,12.71,1,2,Wednesday,2018.53,857.47,1754.3,0,0,0,1
2025-08-27 02:45:39.584798,1931.98,13.42,2,2,Wednesday,2012.33,857.54,2080.69,0,0,0,1
2025-08-27 03:45:39.584798,2334.34,13.83,3,2,Wednesday,2007.35,855.2,2453.95,0,0,0,1
2025-08-27 04:45:39.584798,2609.13,13.97,4,2,Wednesday,2001.2,850.1,2756.58,0,0,0,1
2025-08-27 05:45:39.584798,2934.38,14.25,5,2,Wednesday,2007.14,856.34,2791.8,0,0,0,1
2025-08-27 06:45:39.584798,2930.63,17.03,6,2,Wednesday,2004.72,853.51,2988.92,0,0,0,0
2025-08-27 07:45:39.584798,3203.09,19.98,7,2,Wednesday,2010.38,861.29,3067.02,0,0,0,0
2025-08-27 08:45:39.584798,3361.65,19.76,8,2,Wednesday,2017.89,872.66,3181.49,0,0,0,0
2025-08-27 09:45:39.584798,3044.88,18.02,9,2,Wednesday,2011.85,864.66,3189.75,0,0,0,0
2025-08-27 10:45:39.584798,3040.0,20.25,10,2,Wednesday,2009.15,861.19,3104.86,0,0,0,0
2025-08-27 11:45:39.584798,2775.38,20.34,11,2,Wednesday,2007.15,859.27,2823.4,0,0,0,0
2025-08-27 12:45:39.584798,2611.69,17.88,12,2,Wednesday,2009.72,861.05,2550.15,0,0,0,0
2025-08-27 13:45:39.584798,2285.58,18.6,13,2,Wednesday,2009.29,860.91,2295.86,0,0,0,0
2025-08-27 14:45:39.584798,1923.07,17.38,14,2,Wednesday,2009.96,860.83,1906.94,0,0,0,0
2025-08-27 15:45:39.584798,1711.79,14.35,15,2,Wednesday,2004.96,862.26,1831.73,0,0,0,0
2025-08-27 16:45:39.584798,1526.07,15.3,16,2,Wednesday,2016.28,853.72,1254.52,0,0,0,0
2025-08-27 17:45:39.584798,1123.71,14.32,17,2,Wednesday,2015.15,854.93,1150.73,0,0,0,0
2025-08-27 18:45:39.584798,1011.48,13.92,18,2,Wednesday,2010.58,860.19,1121.21,0,0,1,0
2025-08-27 19:45:39.584798,738.87,12.88,19,2,Wednesday,2006.45,866.28,837.98,0,0,1,0
2025-08-27 20:45:39.584798,745.02,8.49,20,2,Wednesday,2004.3,869.48,796.71,0,0,1,0
2025-08-27 21:45:39.584798,907.97,8.71,21,2,Wednesday,2007.08,865.69,841.12,0,0,1,0
2025-08-27 22:45:39.584798,1110.53,10.78,22,2,Wednesday,2012.23,859.71,987.03,0,0,0,0
2025-08-27 23:45:39.584798,1219.13,11.01,23,2,Wednesday,2008.83,862.8,1300.71,0,0,0,0
2025-08-28 00:45:39.584798,1419.92,11.57,0,3,Thursday,2014.92,857.89,1273.69,0,0,0,1
2025-08-28 01:45:39.584798,1719.09,17.41,1,3,Thursday,2009.14,859.46,1857.8,0,0,0,1
2025-08-28 02:45:39.584798,1945.09,13.56,2,3,Thursday,2009.69,859.41,1931.98,0,0,0,1
2025-08-28 03:45:39.584798,2395.1,15.64,3,3,Thursday,2012.22,860.5,2334.34,0,0,0,1
2025-08-28 04:45:39.584798,2700.77,16.67,4,3,Thursday,2016.04,863.46,2609.13,0,0,0,1
2025-08-28 05:45:39.584798,2835.74,17.5,5,3,Thursday,2011.93,859.12,2934.38,0,0,0,1
2025-08-28 06:45:39.584798,3020.19,17.23,6,3,Thursday,2015.66,863.47,2930.63,0,0,0,0
2025-08-28 07:45:39.584798,3187.4,19.84,7,3,Thursday,2015.0,862.54,3203.09,0,0,0,0
2025-08-28 08:45:39.584798,3166.61,18.28,8,3,Thursday,2006.88,850.13,3361.65,0,0,0,0
2025-08-28 09:45:39.584798,3146.31,19.53,9,3,Thursday,2011.1,855.74,3044.88,0,0,0,0
2025-08-28 10:45:39.584798,3193.09,19.27,10,3,Thursday,2017.48,864.28,3040.0,0,0,0,0
2025-08-28 11:45:39.584798,2808.51,19.89,11,3,Thursday,2018.86,865.56,2775.38,0,0,0,0
2025-08-28 12:45:39.584798,2550.34,22.68,12,3,Thursday,2016.31,863.83,2611.69,0,0,0,0
2025-08-28 13:45:39.584798,2240.33,15.56,13,3,Thursday,2014.42,863.26,2285.58,0,0,0,0
2025-08-28 14:45:39.584798,2032.33,18.32,14,3,Thursday,2018.97,863.05,1923.07,0,0,0,0
2025-08-28 15:45:39.584798,1661.08,13.65,15,3,Thursday,2016.86,863.89,1711.79,0,0,0,0
2025-08-28 16:45:39.584798,1333.41,14.06,16,3,Thursday,2008.83,869.53,1526.07,0,0,0,0
2025-08-28 17:45:39.584798,1242.8,15.11,17,3,Thursday,2013.8,864.58,1123.71,0,0,0,0
2025-08-28 18:45:39.584798,1071.42,12.39,18,3,Thursday,2016.29,861.64,1011.48,0,0,1,0
2025-08-28 19:45:39.584798,803.59,9.68,19,3,Thursday,2018.99,857.56,738.87,0,0,1,0
2025-08-28 20:45:39.584798,668.71,9.48,20,3,Thursday,2015.81,862.62,745.02,0,0,1,0
2025-08-28 21:45:39.584798,942.48,11.13,21,3,Thursday,2017.25,860.72,907.97,0,0,1,0
2025-08-28 22:45:39.584798,944.43,8.91,22,3,Thursday,2010.33,868.96,1110.53,0,0,0,0
2025-08-28 23:45:39.584798,1255.86,10.56,23,3,Thursday,2011.86,867.53,1219.13,0,0,0,0
2025-08-29 00:45:39.584798,1290.88,10.86,0,4,Friday,2006.48,871.75,1419.92,1,0,0,1
2025-08-29 01:45:39.584798,1818.23,10.66,1,4,Friday,2010.61,870.56,1719.09,1,0,0,1
2025-08-29 02:45:39.584798,1938.17,15.92,2,4,Friday,2010.32,870.59,1945.09,1,0,0,1
2025-08-29 03:45:39.584798,2408.54,14.89,3,4,Friday,2010.88,870.85,2395.1,1,0,0,1
2025-08-29 04:45:39.584798,2657.45,12.2,4,4,Friday,2009.08,869.4,2700.77,1,0,0,1
2025-08-29 05:45:39.584798,2797.87,16.8,5,4,Friday,2007.5,867.87,2835.74,1,0,0,1
2025-08-29 06:45:39.584798,3027.15,16.71,6,4,Friday,2007.79,868.22,3020.19,1,0,0,0
2025-08-29 07:45:39.584798,3221.02,19.98,7,4,Friday,2009.19,870.23,3187.4,1,0,0,0
2025-08-29 08:45:39.584798,3210.09,18.25,8,4,Friday,2011.0,872.79,3166.61,1,0,0,0
2025-08-29 09:45:39.584798,3198.26,19.71,9,4,Friday,2013.17,875.79,3146.31,1,0,0,0
2025-08-29 10:45:39.584798,3183.24,20.75,10,4,Friday,2012.76,875.21,3193.09,1,0,0,0
2025-08-29 11:45:39.584798,2703.77,21.06,11,4,Friday,2008.39,871.32,2808.51,1,0,0,0
2025-08-29 12:45:39.584798,2708.15,17.41,12,4,Friday,2014.97,876.17,2550.34,1,0,0,0
2025-08-29 13:45:39.584798,2293.58,17.86,13,4,Friday,2017.19,876.84,2240.33,1,0,0,0
2025-08-29 14:45:39.584798,1904.39,16.58,14,4,Friday,2011.86,877.13,2032.33,1,0,0,0
